"Method","ShortKey","DisplayLabel","Spearman_rho","pval","significant","SensorKey"
"UCell",NA,"DR5.ARF3(up)",-0.0124646612570684,0.956095734477834,FALSE,"ATH_aux_reg_DR5_ARF3_up"
"AUCell",NA,"DR5.ARF3(up)",-0.00339945307010956,0.988020943115483,FALSE,"ATH_aux_reg_DR5_ARF3_up"
"iSensors",NA,"Conjugation",0.126912914617423,0.573563615617876,FALSE,"ATH-aux-trans-ConjugationDeconjugation"
"UCell",NA,"Conjugation",0.1127485268253,0.617380636890349,FALSE,"ATH_aux_trans_ConjugationDeconjugation"
"AUCell",NA,"Conjugation",0.146176482014711,0.516268571665309,FALSE,"ATH_aux_trans_ConjugationDeconjugation"
"iSensors",NA,"IR8.ARF1(up)",0.145043330991341,0.519561276727039,FALSE,"ATH-aux-reg-IR8-ARF1-up"
"UCell",NA,"IR8.ARF1(up)",-0.00283287755842463,0.990017346849842,FALSE,"ATH_aux_reg_IR8_ARF1_up"
"AUCell",NA,"IR8.ARF1(up)",0.0640230328203966,0.777133833450945,FALSE,"ATH_aux_reg_IR8_ARF1_up"
"iSensors",NA,"IR8.ARF6(up)",0.15070908610819,0.503198414340617,FALSE,"ATH-aux-reg-IR8-ARF6-up"
"UCell",NA,"IR8.ARF6(up)",0.206800061764998,0.355801196405504,FALSE,"ATH_aux_reg_IR8_ARF6_up"
"AUCell",NA,"IR8.ARF6(up)",0.275922274190559,0.213887034760507,FALSE,"ATH_aux_reg_IR8_ARF6_up"
"iSensors",NA,"IR8.ARF8(dn)",0.153541963666615,0.495112353362882,FALSE,"ATH-aux-reg-IR8-ARF8-down"
"UCell",NA,"IR8.ARF8(dn)",0.106516196196766,0.637077865799879,FALSE,"ATH_aux_reg_IR8_ARF8_down"
"AUCell",NA,"IR8.ARF8(dn)",0.275922274190559,0.213887034760507,FALSE,"ATH_aux_reg_IR8_ARF8_down"
"iSensors",NA,"cis(IR8).ARF5-1",0.155808265713355,0.488689965562638,FALSE,"ATH-aux-cis-IR8-ARF5-1"
"UCell",NA,"cis(IR8).ARF5-1",-0.0521249470750132,0.817802264691988,FALSE,"ATH_aux_cis_IR8_ARF5_1"
"AUCell",NA,"cis(IR8).ARF5-1",0.0237961714907669,0.916285954129634,FALSE,"ATH_aux_cis_IR8_ARF5_1"
"iSensors",NA,"DR5.ARF2(up)",0.15637484122504,0.487090869972021,FALSE,"ATH-aux-reg-DR5-ARF2-up"
"UCell",NA,"DR5.ARF2(up)",0.235695412860929,0.29099240246564,FALSE,"ATH_aux_reg_DR5_ARF2_up"
"AUCell",NA,"DR5.ARF2(up)",0.245327196559573,0.271139082129002,FALSE,"ATH_aux_reg_DR5_ARF2_up"
"iSensors",NA,"cis(IR8).ARF3",0.159774294295149,0.47755134429359,FALSE,"ATH-aux-cis-IR8-ARF3"
"UCell",NA,"cis(IR8).ARF3",-0.0968844124981224,0.667985974071621,FALSE,"ATH_aux_cis_IR8_ARF3"
"AUCell",NA,"cis(IR8).ARF3",-0.0198301429089724,0.930202105817213,FALSE,"ATH_aux_cis_IR8_ARF3"
"iSensors",NA,"cis(IR8).ARF1",0.183570465785916,0.41350224386831,FALSE,"ATH-aux-cis-IR8-ARF1"
"UCell",NA,"cis(IR8).ARF1",-0.112181951313615,0.619161099012051,FALSE,"ATH_aux_cis_IR8_ARF1"
"AUCell",NA,"cis(IR8).ARF1",-0.0107649347220136,0.962078189228996,FALSE,"ATH_aux_cis_IR8_ARF1"
"iSensors",NA,"IR8.ARF2(dn)",0.194901976019615,0.384744088432664,FALSE,"ATH-aux-reg-IR8-ARF2-down"
"UCell",NA,"IR8.ARF2(dn)",-0.0181304163739176,0.936172436728966,FALSE,"ATH_aux_reg_IR8_ARF2_down"
"AUCell",NA,"IR8.ARF2(dn)",0.076487694077465,0.735126787095251,FALSE,"ATH_aux_reg_IR8_ARF2_down"
"iSensors",NA,"cis(DR5).ARF2",0.210199514835108,0.347771203970751,FALSE,"ATH-aux-cis-DR5-ARF2"
"UCell",NA,"cis(DR5).ARF2",0.0679890614021911,0.763696494189671,FALSE,"ATH_aux_cis_DR5_ARF2"
"AUCell",NA,"cis(DR5).ARF2",0.196601702554669,0.380530156282909,FALSE,"ATH_aux_cis_DR5_ARF2"
"iSensors",NA,"cis(DR5).ARF8",0.210766090346793,0.346443294807293,FALSE,"ATH-aux-cis-DR5-ARF8"
"UCell",NA,"cis(DR5).ARF8",0.00509917960516433,0.982032193317622,FALSE,"ATH_aux_cis_DR5_ARF8"
"AUCell",NA,"cis(DR5).ARF8",0.176771559645697,0.431304473157854,FALSE,"ATH_aux_cis_DR5_ARF8"
"iSensors",NA,"cis(DR5).ARF5-2",0.26572391498023,0.231993376362967,FALSE,"ATH-aux-cis-DR5-ARF5-2"
"UCell",NA,"cis(DR5).ARF5-2",0.184137041297601,0.41203709830892,FALSE,"ATH_aux_cis_DR5_ARF5_2"
"AUCell",NA,"cis(DR5).ARF5-2",0.408500943924832,0.059093174516015,FALSE,"ATH_aux_cis_DR5_ARF5_2"
"iSensors",NA,"cis(DR5).ARF6",0.26799021702697,0.227885727847922,FALSE,"ATH-aux-cis-DR5-ARF6"
"UCell",NA,"cis(DR5).ARF6",0.34277818456938,0.118365789622908,FALSE,"ATH_aux_cis_DR5_ARF6"
"AUCell",NA,"cis(DR5).ARF6",0.709919116141212,0.00021477023327833,TRUE,"ATH_aux_cis_DR5_ARF6"
"iSensors",NA,"majortrend",0.269689943562025,0.224836560047423,FALSE,"majortrend"
"iSensors",NA,"cis(IR8).TGTCNN",0.27025651907371,0.223826175650164,FALSE,"ATH-aux-cis-IR8-TGTCNN"
"UCell",NA,"cis(IR8).TGTCNN",-0.015297538815493,0.946130199438363,FALSE,"ATH_aux_cis_IR8_TGTCNN"
"AUCell",NA,"cis(IR8).TGTCNN",0.0640230328203966,0.777133833450945,FALSE,"ATH_aux_cis_IR8_TGTCNN"
"iSensors",NA,"DR5.ARF5-1(dn)",0.281021453795723,0.205196787715751,FALSE,"ATH-aux-reg-DR5-ARF5-1-down"
"UCell",NA,"DR5.ARF5-1(dn)",0.138244424851122,0.539524965823043,FALSE,"ATH_aux_reg_DR5_ARF5_1_down"
"AUCell",NA,"DR5.ARF5-1(dn)",0.129745792175848,0.564966569382133,FALSE,"ATH_aux_reg_DR5_ARF5_1_down"
"iSensors",NA,"cis(DR5).ARF5-1",0.289520086470997,0.191245511072671,FALSE,"ATH-aux-cis-DR5-ARF5-1"
"UCell",NA,"cis(DR5).ARF5-1",-0.099717290056547,0.658838503330046,FALSE,"ATH_aux_cis_DR5_ARF5_1"
"AUCell",NA,"cis(DR5).ARF5-1",0.15184223713156,0.499956287653097,FALSE,"ATH_aux_cis_DR5_ARF5_1"
"iSensors",NA,"DR5.ARF6(dn)",0.301418172216381,0.172817588344445,FALSE,"ATH-aux-reg-DR5-ARF6-down"
"UCell",NA,"DR5.ARF6(dn)",0.139377575874492,0.536173249285067,FALSE,"ATH_aux_reg_DR5_ARF6_down"
"AUCell",NA,"DR5.ARF6(dn)",0.190369371926135,0.396109101009419,FALSE,"ATH_aux_reg_DR5_ARF6_down"
"iSensors",NA,"cis(DR5).TGTCNN",0.313882833473449,0.15486610654127,FALSE,"ATH-aux-cis-DR5-TGTCNN"
"UCell",NA,"cis(DR5).TGTCNN",0.145609906503026,0.517913675315715,FALSE,"ATH_aux_cis_DR5_TGTCNN"
"AUCell",NA,"cis(DR5).TGTCNN",0.293486115052792,0.184960763234707,FALSE,"ATH_aux_cis_DR5_TGTCNN"
"iSensors",NA,"DR5.ARF3(dn)",0.327480645753887,0.136819447993821,FALSE,"ATH-aux-reg-DR5-ARF3-down"
"UCell",NA,"DR5.ARF3(dn)",0.0254958980258217,0.910328896326339,FALSE,"ATH_aux_reg_DR5_ARF3_down"
"AUCell",NA,"DR5.ARF3(dn)",0.0209632939323423,0.92622387869226,FALSE,"ATH_aux_reg_DR5_ARF3_down"
"iSensors",NA,"Receptors",0.346744213151175,0.113890777683139,FALSE,"ATH-aux-trans-Receptors"
"UCell",NA,"Receptors",0.385837923457435,0.0761438551803569,FALSE,"ATH_aux_trans_Receptors"
"AUCell",NA,"Receptors",0.406234641878092,0.060653037765821,FALSE,"ATH_aux_trans_Receptors"
"iSensors",NA,"cis(DR5).ARF3",0.367140931571832,0.092799769325258,FALSE,"ATH-aux-cis-DR5-ARF3"
"UCell",NA,"cis(DR5).ARF3",0.123513461547314,0.583954875367991,FALSE,"ATH_aux_cis_DR5_ARF3"
"AUCell",NA,"cis(DR5).ARF3",0.229463082232395,0.304306554014039,FALSE,"ATH_aux_cis_DR5_ARF3"
"iSensors",NA,"DR5.TGTCNN(up)",0.368274082595202,0.0917195337861873,FALSE,"ATH-aux-reg-DR5-TGTCNN-up"
"UCell",NA,"DR5.TGTCNN(up)",0.509917960516433,0.0153340597582633,TRUE,"ATH_aux_reg_DR5_TGTCNN_up"
"AUCell",NA,"DR5.TGTCNN(up)",0.607368948526241,0.00271859655606564,TRUE,"ATH_aux_reg_DR5_TGTCNN_up"
"iSensors",NA,"IR8.ARF5-1(dn)",0.409067519436517,0.0587080500350204,FALSE,"ATH-aux-reg-IR8-ARF5-1-down"
"UCell",NA,"IR8.ARF5-1(dn)",0.299151870169641,0.176229400224561,FALSE,"ATH_aux_reg_IR8_ARF5_1_down"
"AUCell",NA,"IR8.ARF5-1(dn)",0.394336556132709,0.0693640438630174,FALSE,"ATH_aux_reg_IR8_ARF5_1_down"
"iSensors",NA,"DR5.ARF5-2(dn)",0.419265878646845,0.0520992068817651,FALSE,"ATH-aux-reg-DR5-ARF5-2-down"
"UCell",NA,"DR5.ARF5-2(dn)",0.57394099333683,0.00522091035161641,TRUE,"ATH_aux_reg_DR5_ARF5_2_down"
"AUCell",NA,"DR5.ARF5-2(dn)",0.573374417825145,0.00527590313697953,TRUE,"ATH_aux_reg_DR5_ARF5_2_down"
"iSensors",NA,"cis(DR5).TGTCGG",0.454960135882996,0.0333812520342343,FALSE,"ATH-aux-cis-DR5-TGTCGG"
"UCell",NA,"cis(DR5).TGTCGG",0.30935022937997,0.161235786158721,FALSE,"ATH_aux_cis_DR5_TGTCGG"
"AUCell",NA,"cis(DR5).TGTCGG",0.246460347582943,0.268861162884216,FALSE,"ATH_aux_cis_DR5_TGTCGG"
"iSensors",NA,"random3",0.477056580838708,0.0247695899608413,FALSE,"random3"
"iSensors",NA,"DR5.ARF2(dn)",0.516150291144968,0.0139283833949019,TRUE,"ATH-aux-reg-DR5-ARF2-down"
"UCell",NA,"DR5.ARF2(dn)",0.157507992248409,0.483900520354163,FALSE,"ATH_aux_reg_DR5_ARF2_down"
"AUCell",NA,"DR5.ARF2(dn)",0.206800061764998,0.355801196405504,FALSE,"ATH_aux_reg_DR5_ARF2_down"
"iSensors",NA,"DR5.ARF8(dn)",0.543912491217529,0.00887904635671706,TRUE,"ATH-aux-reg-DR5-ARF8-down"
"UCell",NA,"DR5.ARF8(dn)",0.596037438292542,0.0034183509816877,TRUE,"ATH_aux_reg_DR5_ARF8_down"
"AUCell",NA,"DR5.ARF8(dn)",0.68895582220887,0.0003912308519845,TRUE,"ATH_aux_reg_DR5_ARF8_down"
"iSensors",NA,"A-ARF",0.574507568848515,0.00516639548122459,TRUE,"ATH-aux-trans-A-ARF"
"UCell",NA,"A-ARF",0.652694989461035,0.000992424735085091,TRUE,"ATH_aux_trans_A_ARF"
"AUCell",NA,"A-ARF",0.695384505941966,0.000327213496045786,TRUE,"ATH_aux_trans_A_ARF"
"iSensors",NA,"ARF",0.595470862780857,0.00345696914974596,TRUE,"ATH-aux-trans-ARF"
"UCell",NA,"ARF",0.679890614021911,0.000499641517889982,TRUE,"ATH_aux_trans_ARF"
"AUCell",NA,"ARF",0.712751993699637,0.000197276033813646,TRUE,"ATH_aux_trans_ARF"
"iSensors",NA,"DR5.ARF1(up)",0.720684050863226,0.000154682337890292,TRUE,"ATH-aux-reg-DR5-ARF1-up"
"UCell",NA,"DR5.ARF1(up)",0.683290067092021,0.000456301789738787,TRUE,"ATH_aux_reg_DR5_ARF1_up"
"AUCell",NA,"DR5.ARF1(up)",0.763177214239595,3.60856964410118e-05,TRUE,"ATH_aux_reg_DR5_ARF1_up"
"iSensors",NA,"Synthesis",0.721250626374911,0.000151971278622272,TRUE,"ATH-aux-trans-Synthesis"
"UCell",NA,"Synthesis",0.788673112265417,1.29608847304527e-05,TRUE,"ATH_aux_trans_Synthesis"
"AUCell",NA,"Synthesis",0.836501655069553,1.23155161326675e-06,TRUE,"ATH_aux_trans_Synthesis"
"iSensors",NA,"IAA",0.805670377615965,6.04619475925288e-06,TRUE,"ATH-aux-trans-IAA"
"UCell",NA,"IAA",0.818701614384718,3.2001069478845e-06,TRUE,"ATH_aux_trans_IAA"
"AUCell",NA,"IAA",0.828333398083362,1.93448565951087e-06,TRUE,"ATH_aux_trans_IAA"
"iSensors",NA,"PAT",0.820967916431458,2.85029454890077e-06,TRUE,"ATH-aux-trans-PolarAuxinTransport"
"UCell",NA,"PAT",0.788673112265417,1.29608847304527e-05,TRUE,"ATH_aux_trans_PolarAuxinTransport"
"AUCell",NA,"PAT",0.788673112265417,1.29608847304527e-05,TRUE,"ATH_aux_trans_PolarAuxinTransport"
"iSensors",NA,"Transport",0.827766822571677,1.99430032675954e-06,TRUE,"ATH-aux-trans-Transport"
"UCell",NA,"Transport",0.825500520524937,2.25019980525477e-06,TRUE,"ATH_aux_trans_Transport"
"AUCell",NA,"Transport",0.817568463361348,3.38878990165741e-06,TRUE,"ATH_aux_trans_Transport"
