"iSensor","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","tissue","neglog10_padj"
"ATH-aux-reg-DR5-ARF2-up",0.179412154991509,0.156446760726918,1,1,0.19200248165758,"Stele_Pericycle",0.716693157946306
"ATH-aux-reg-DR5-TGTCNN-up",0.186926338927961,0.0894715819302803,1,1,0.196594942665614,"Stele_Pericycle",0.706427658429962
"ATH-aux-reg-IR8-ARF3-up",0.271354157365822,0.337859696122418,0.97,0.966,0.280552603378223,"Stele_Pericycle",0.551985696921135
"ATH-aux-reg-IR8-ARF2-down",0.703681274540583,0.224310699731423,0.986,0.986,0.715409295782926,"Stele_Pericycle",0.145445421076899
"ATH-aux-reg-IR8-ARF6-up",0.723461105509333,0.0601361781933671,0.999,1,0.723461105509333,"Stele_Pericycle",0.140584812322037
"ATH-aux-reg-DR5-TGTCNN-down",1.09576652737425e-85,-0.948475513623967,1,1,6.6841758169829e-84,"Young_Columella",83.1749521351788
"ATH-aux-reg-DR5-ARF2-down",9.9313035208505e-81,-0.903025282482,1,1,3.0290475738594e-79,"Young_Columella",78.5186939056363
"ATH-aux-cis-IR8-ARF5-2",5.359896803364e-78,-0.439542301735623,1,1,1.08984568335068e-76,"Young_Columella",75.9626349916133
"ATH-aux-cis-IR8-ARF1",1.2550400142286e-77,-0.596181284481816,1,1,1.91393602169861e-76,"Young_Columella",75.7180725837419
"ATH-aux-cis-DR5-ARF2",1.40621179322619e-61,-0.328172142807108,1,1,1.71557838773595e-60,"Young_Columella",59.7655894334904
"ATH-aux-reg-DR5-ARF5-1-down",7.66243527326398e-59,-0.593413403411755,1,1,7.79014252781838e-58,"Young_Columella",57.108454596438
"ATH-aux-reg-DR5-ARF6-down",2.85269341439276e-54,-0.581766850808708,0.998,1,2.48591854682797e-53,"Young_Columella",52.6045131054782
"ATH-aux-cis-DR5-TGTCNN",1.14578393969428e-53,-0.315973025704681,1,1,8.73660254016891e-53,"Young_Columella",52.0586574214747
"ATH-aux-reg-IR8-ARF8-down",4.50027066988678e-49,-0.866270378618925,0.978,1,3.05018345403438e-48,"Young_Columella",47.5156740391192
"ATH-aux-reg-DR5-ARF3-up",1.27449485629528e-48,0.833830802290644,1,1,7.77441862340118e-48,"Young_Columella",47.1093320779396
"ATH-aux-reg-IR8-ARF1-down",5.68752126391737e-46,-1.0844028417062,0.927,0.989,3.153989064536e-45,"Young_Columella",44.5011398167839
"ATH-aux-cis-DR5-ARF6",2.13312846679747e-45,-0.23698079034928,1,1,1.08434030395538e-44,"Young_Columella",43.9648343995906
"ATH-aux-reg-IR8-ARF5-1-down",2.2377416537583e-42,-0.646178341540228,0.993,0.997,1.05001723753274e-41,"Young_Columella",40.9788035713073
"ATH-aux-cis-IR8-ARF5-1",2.90916692600817e-42,-0.21896091080848,1,1,1.26756558918927e-41,"Young_Columella",40.8970295591852
"ATH-aux-cis-DR5-ARF5-1",7.28027065492451e-42,-0.224283667281494,1,1,2.9606433996693e-41,"Young_Columella",40.5286138988864
"ATH-aux-cis-DR5-TGTCGG",2.02679020769693e-41,-0.641255403276536,0.955,0.997,7.72713766684453e-41,"Young_Columella",40.1119813502866
"ATH-aux-reg-DR5-ARF8-down",9.89928775058704e-38,-0.65575991479479,0.935,0.992,3.55209736932829e-37,"Young_Columella",36.4495151379434
"ATH-aux-reg-DR5-ARF8-up",7.05517603284918e-36,0.379941638614366,1,1,2.39092076668778e-35,"Young_Columella",34.6214348158376
"ATH-aux-reg-DR5-ARF6-up",7.46134515087194e-36,-0.369114024797965,1,1,2.39548449580625e-35,"Young_Columella",34.6206066356627
"ATH-aux-cis-DR5-ARF5-2",8.05290127621483e-36,-0.250270159067538,1,1,2.45613488924552e-35,"Young_Columella",34.6097477857205
"ATH-aux-cis-IR8-ARF6",1.07492267911763e-33,-0.224893616542331,1,1,3.1223944488655e-33,"Young_Columella",32.5055122338346
"ATH-aux-trans-Transport",2.47921860774246e-31,0.851605513132311,1,1,6.87419704874045e-31,"Young_Columella",30.1627780229765
"ATH-aux-trans-Synthesis",3.83258769306648e-31,-0.967222022968802,0.502,0.841,1.01646890990024e-30,"Young_Columella",29.9929059003169
"ATH-aux-cis-IR8-ARF8",9.12697161495358e-30,-0.185593303650825,1,1,2.31977195213403e-29,"Young_Columella",28.6345547068323
"ATH-aux-reg-DR5-ARF3-down",3.20981270892759e-29,-0.636805282663736,0.96,1,7.83194300978332e-29,"Young_Columella",28.1061304813973
"majortrend",3.95208200890153e-27,-0.143409385746529,1,1,9.27219240549974e-27,"Young_Columella",26.0328175649888
"ATH-aux-reg-DR5-ARF5-1-up",5.26383223690576e-26,0.274713863811997,1,1,1.18923617204167e-25,"Young_Columella",24.9247318896797
"ATH-aux-reg-IR8-ARF1-up",3.07726502382606e-25,-1.67268038024034,0.1,0.331,6.70404165904964e-25,"Young_Columella",24.1736632956548
"ATH-aux-trans-Receptors",4.38919268668386e-25,-0.841001490680247,0.566,0.852,9.23243978923157e-25,"Young_Columella",24.0346835159856
"ATH-aux-trans-ConjugationDeconjugation",9.45983721804141e-25,-0.645988910698511,1,1,1.92350023433509e-24,"Young_Columella",23.7159077564482
"ATH-aux-cis-DR5-ARF1",1.18774290321391e-24,-0.226209665888483,1,1,2.33717151922738e-24,"Young_Columella",23.6313094146422
"ATH-aux-trans-IAA",2.45239127379391e-23,-0.430391803295204,1,1,4.67487086566963e-23,"Young_Columella",22.3302303811769
"ATH-aux-cis-DR5-ARF8",1.14217993889163e-22,-0.149977212476452,1,1,2.11130231128453e-22,"Young_Columella",21.6754495768664
"random2",7.29821151172738e-17,-0.223915721968725,1,1,1.30938500651579e-16,"Young_Columella",15.8829326363976
"ATH-aux-cis-IR8-ARF2",1.46833092831531e-16,-0.168714272896797,1,1,2.55909104649239e-16,"Young_Columella",15.5919142626529
"ATH-aux-cis-IR8-ARF3",9.53565849495977e-16,-0.184722450069793,1,1,1.61576435609041e-15,"Young_Columella",14.7916219766752
"ATH-aux-trans-ARF",3.9226338148921e-14,0.731783791664825,0.884,0.838,6.41515204368195e-14,"Young_Columella",13.1927930460779
"ATH-aux-reg-IR8-ARF6-down",3.99632422393302e-14,-0.412925526623719,0.846,0.953,6.41515204368195e-14,"Young_Columella",13.1927930460779
"ATH-aux-reg-IR8-ARF2-up",4.5502182811651e-11,-0.292803839480139,0.982,0.992,7.1170080807967e-11,"Young_Columella",10.1477025410659
"ATH-aux-reg-IR8-ARF5-2-up",8.99445681349598e-11,-0.27798663084008,1,1,1.37165466405814e-10,"Young_Columella",9.862755215431
"ATH-aux-cis-DR5-ARF3",5.53290581626604e-09,-0.100860776418618,1,1,8.23188426322509e-09,"Young_Columella",8.08450074419752
"ATH-aux-trans-PolarAuxinTransport",6.86697053558294e-07,0.623333207681944,0.956,0.961,9.97345720644189e-07,"Young_Columella",6.00115427143565
"ATH-aux-reg-IR8-ARF8-up",3.99962964191212e-06,0.207983027368819,1,1,5.67389321294511e-06,"Young_Columella",5.24611884222101
"ATH-aux-reg-IR8-ARF5-2-down",1.27635556885688e-05,-0.224613433616066,0.802,0.928,1.7694929477334e-05,"Young_Columella",4.75215116389201
"ATH-aux-cis-IR8-TGTCNN",1.4772232102269e-05,-0.0859644389280276,1,1,2.00245812941868e-05,"Young_Columella",4.69843655606896
"ATH-aux-reg-IR8-ARF6-up",4.20245329901997e-05,-0.130588917979949,0.999,0.997,5.57281850522214e-05,"Young_Columella",4.25392510075576
"ATH-aux-reg-DR5-ARF2-up",0.000849052736573585,0.121017126026193,1,1,0.00110196206236146,"Young_Columella",2.95783335683694
"random3",0.00211258505935928,-0.075760108659498,1,1,0.00268474351293575,"Young_Columella",2.57109719832099
"ATH-aux-trans-A-ARF",0.00604346585007876,0.77702398564463,0.641,0.66,0.00752349830315928,"Young_Columella",2.1235801726424
"ATH-aux-reg-DR5-ARF1-down",0.013759102802216,0.397762443395709,0.828,0.9,0.0167861054187035,"Young_Columella",1.77505005379426
"ATH-aux-reg-IR8-ARF5-1-up",0.0210502105526084,0.107333566492685,1,1,0.0251777028178258,"Young_Columella",1.59898389690699
"ATH-aux-reg-IR8-TGTCNN-down",0.0267300289333633,0.272597447640162,0.721,0.772,0.0313563800949069,"Young_Columella",1.50367407977422
"ATH-aux-reg-DR5-TGTCNN-up",0.0374593296014276,-0.0514741755198143,0.999,1,0.0431135680318318,"Young_Columella",1.36538603392149
"ATH-aux-reg-IR8-ARF2-down",0.118759845420255,0.338063644548642,0.946,0.975,0.134154640196955,"Young_Columella",0.872394301172581
"ATH-aux-reg-DR5-ARF5-2-up",0.228670384941813,0.232190016717182,0.913,0.933,0.249235362992036,"Young_Columella",0.60339033736313
"ATH-aux-reg-DR5-ARF5-2-down",0.230860529482584,0.0353937133960764,0.774,0.872,0.249235362992036,"Young_Columella",0.60339033736313
"random1",0.232892060500755,-0.0264849401399945,0.999,1,0.249235362992036,"Young_Columella",0.60339033736313
"ATH-aux-reg-IR8-TGTCNN-up",0.261420905532464,-0.0169325122223337,0.989,0.997,0.274942676508282,"Young_Columella",0.560757843883177
"ATH-aux-reg-DR5-ARF1-up",0.589790617111448,0.0633075104027523,0.996,0.992,0.609783519386412,"Young_Columella",0.214824317485005
"ATH-aux-reg-IR8-ARF3-down",0.770272779812266,0.378908934908477,0.746,0.819,0.783110659475803,"Young_Columella",0.106176864501424
"ATH-aux-reg-IR8-ARF3-up",0.853938991177061,0.134464075217942,0.986,0.994,0.853938991177061,"Young_Columella",0.0685731559405149
"ATH-aux-reg-DR5-ARF3-up",9.05239754253764e-192,1.71476231832733,1,1,5.52196250094796e-190,"Trichoblast",189.257906546934
"ATH-aux-reg-DR5-ARF5-1-down",5.78971608959268e-170,-1.0025807577037,1,1,1.76586340732577e-168,"Trichoblast",167.75304289291
"ATH-aux-reg-DR5-ARF5-1-up",8.70880537394126e-164,0.92107220442634,1,1,1.77079042603472e-162,"Trichoblast",161.751832834746
"ATH-aux-reg-DR5-ARF6-down",1.09529810884819e-144,-0.872098514255299,1,1,1.67032961599348e-143,"Trichoblast",142.777197818504
"ATH-aux-reg-DR5-TGTCNN-down",8.49121710889017e-140,-1.09600590842933,1,1,1.0359284872846e-138,"Trichoblast",137.984670223982
"ATH-aux-reg-DR5-ARF8-up",7.65945669109865e-133,0.788451562275658,1,1,7.78711430261696e-132,"Trichoblast",131.108623450496
"ATH-aux-reg-DR5-ARF2-up",1.42192253337125e-126,0.873748011313906,1,1,1.2391039219378e-125,"Trichoblast",124.906892268417
"ATH-aux-reg-DR5-ARF2-down",5.16890725166567e-124,-0.857332842665721,1,1,3.94129177939507e-123,"Trichoblast",122.404361412511
"ATH-aux-reg-DR5-ARF5-2-up",3.71846949084297e-88,0.84443552842478,0.999,0.994,2.52029598823801e-87,"Trichoblast",86.5985484518733
"ATH-aux-reg-DR5-TGTCNN-up",5.39566868817688e-88,0.629181573400992,1,1,3.2913578997879e-87,"Trichoblast",86.4826248902818
"ATH-aux-reg-IR8-ARF5-1-up",4.70442450711881e-86,0.557521819715058,1,1,2.60881722667498e-85,"Trichoblast",84.5835563464372
"ATH-aux-reg-DR5-ARF1-up",2.28612385299492e-85,0.91988384613765,0.999,0.994,1.16211295860575e-84,"Trichoblast",83.9347516560121
"ATH-aux-reg-DR5-ARF3-down",2.30749456323656e-71,-0.785982789756403,0.999,1,1.08274744890331e-70,"Trichoblast",69.9654728308523
"ATH-aux-reg-IR8-ARF8-up",2.86382580573584e-71,0.608498595831297,1,1,1.24780981535633e-70,"Trichoblast",69.9038516025025
"ATH-aux-reg-DR5-ARF8-down",1.42044987033668e-69,-0.62169101148043,0.997,1,5.77649613936918e-69,"Trichoblast",68.2383355125754
"ATH-aux-reg-IR8-ARF6-up",1.52395029223925e-69,0.670948877483417,0.998,1,5.81006048916215e-69,"Trichoblast",68.2358193460998
"ATH-aux-trans-ConjugationDeconjugation",5.01699507262987e-65,0.749009430406931,1,0.998,1.80021587900248e-64,"Trichoblast",63.7446754118757
"ATH-aux-reg-DR5-ARF6-up",1.72342067509686e-52,0.381120742848416,1,1,5.84048117671715e-52,"Trichoblast",51.2335513714176
"ATH-aux-cis-IR8-ARF5-2",4.83771323553223e-48,-0.289308272789447,1,1,1.55316056509193e-47,"Trichoblast",46.808783644768
"ATH-aux-reg-IR8-ARF8-down",1.1623539000876e-47,-0.70128223949823,0.996,0.998,3.54517939526717e-47,"Trichoblast",46.4503617834983
"ATH-aux-trans-ARF",1.29790178357449e-47,1.24245449631353,0.876,0.702,3.77009565704969e-47,"Trichoblast",46.4236476304834
"ATH-aux-reg-IR8-ARF6-down",1.77397007593333e-47,-0.598439928637384,0.984,0.994,4.91873521054243e-47,"Trichoblast",46.3081465561143
"ATH-aux-cis-IR8-TGTCNN",2.34025788828255e-47,-0.266363300798541,1,1,6.2067709210972e-47,"Trichoblast",46.2071342832177
"ATH-aux-reg-IR8-ARF5-2-down",4.81742518523185e-47,-1.20250228956881,0.977,0.973,1.22442890124643e-46,"Trichoblast",45.9120664279283
"ATH-aux-reg-IR8-ARF3-up",4.72847642601431e-45,0.767870662936336,0.998,0.971,1.15374824794749e-44,"Trichoblast",43.937888945474
"random1",1.92062811388129e-43,0.304269673843446,1,1,4.50608903641381e-43,"Trichoblast",42.3462002312449
"ATH-aux-reg-IR8-ARF1-up",1.46611262531673e-42,-1.42698097290403,0.703,0.76,3.31232852386371e-42,"Trichoblast",41.4798665954906
"ATH-aux-trans-Synthesis",1.80547650815805e-38,-2.21267970945603,0.282,0.563,3.93335953563004e-38,"Trichoblast",37.4052363543267
"ATH-aux-cis-DR5-TGTCNN",2.49782127606174e-35,-0.193859108128582,1,1,5.25403785654365e-35,"Trichoblast",34.2795068023477
"ATH-aux-reg-IR8-ARF2-up",2.41238141698346e-30,0.411236000973236,1,1,4.90517554786638e-30,"Trichoblast",29.3093454453471
"ATH-aux-cis-IR8-ARF5-1",2.83531348972657e-29,-0.175397820014649,1,1,5.57916525397808e-29,"Trichoblast",28.2534307746664
"ATH-aux-cis-IR8-ARF8",2.79948075576399e-25,-0.174989542312694,1,1,5.33651019067512e-25,"Trichoblast",24.272742656902
"ATH-aux-cis-DR5-TGTCGG",7.26717964785647e-23,0.331612274471569,0.996,0.981,1.34332714702801e-22,"Trichoblast",21.8718182085918
"random2",4.01837090761651e-20,-0.166873908931061,1,1,7.20943015778257e-20,"Trichoblast",19.1420990610935
"ATH-aux-reg-IR8-ARF5-2-up",1.26265945517794e-18,0.367083987827842,1,1,2.20063505045299e-18,"Trichoblast",17.6574519741282
"ATH-aux-cis-IR8-ARF2",1.45330532636486e-18,0.123918975567153,1,1,2.46254513634045e-18,"Trichoblast",17.608615800512
"ATH-aux-cis-DR5-ARF3",8.8125392994801e-18,0.117962812151024,1,1,1.4528781007251e-17,"Trichoblast",16.8377708223181
"ATH-aux-trans-PolarAuxinTransport",1.70065387974436e-17,-0.363913962196935,0.934,0.892,2.72999701748436e-17,"Trichoblast",16.5638378274247
"ATH-aux-reg-IR8-ARF5-1-down",2.7078320253577e-16,-0.366879281629651,0.994,1,4.23532701402102e-16,"Trichoblast",15.3731130517083
"ATH-aux-cis-IR8-ARF1",4.25673942610533e-16,-0.175154699885717,1,1,6.49152762481062e-16,"Trichoblast",15.1876530904173
"ATH-aux-reg-DR5-ARF1-down",8.81057421843479e-16,-0.425040401246701,0.992,0.987,1.31084153005981e-15,"Trichoblast",14.8824498077611
"ATH-aux-trans-Receptors",4.80744245481453e-15,-0.734082425870262,0.965,0.963,6.98223785104015e-15,"Trichoblast",14.1560053609594
"ATH-aux-reg-IR8-ARF1-down",6.53031249598305e-15,-0.533925524965176,0.988,1,9.26393168034805e-15,"Trichoblast",14.0332046564402
"ATH-aux-trans-Transport",3.62224789906704e-08,0.0403715582787112,0.993,0.998,5.02175276916112e-08,"Trichoblast",7.29914467227465
"ATH-aux-reg-IR8-ARF3-down",1.73081576813551e-07,-0.611938030349735,0.903,0.902,2.34621693013924e-07,"Trichoblast",6.6296318356958
"ATH-aux-cis-IR8-ARF3",3.52867976543586e-07,-0.111240219986293,1,1,4.67933621068669e-07,"Trichoblast",6.32981574959297
"random3",6.85192876010915e-07,-0.0963423266589298,1,1,8.89292881631188e-07,"Trichoblast",6.0509551839923
"ATH-aux-trans-A-ARF",1.30435986277588e-06,-0.142926764426247,0.75,0.585,1.65762399227768e-06,"Trichoblast",5.7805139759561
"ATH-aux-reg-IR8-TGTCNN-down",1.46281043737188e-05,-0.339552904535469,0.925,0.9,1.82104972815682e-05,"Trichoblast",4.73967819458442
"ATH-aux-reg-IR8-TGTCNN-up",2.93770630930917e-05,-0.199395289472024,0.991,0.996,3.58400169735718e-05,"Trichoblast",4.44563179333115
"ATH-aux-reg-DR5-ARF5-2-down",4.93085840737626e-05,-0.240034019376953,0.971,0.962,5.89769338921475e-05,"Trichoblast",4.22931780940942
"ATH-aux-trans-IAA",0.000106293513445244,-0.115479112029472,0.976,1,0.000124690467695383,"Trichoblast",3.90416674608466
"ATH-aux-cis-DR5-ARF2",0.00014798977394105,0.0265312845591088,1,1,0.000170327853026492,"Trichoblast",3.76871432780594
"ATH-aux-cis-DR5-ARF6",0.00271723948288231,-0.0565528619038332,1,1,0.00306947423066334,"Trichoblast",2.51293600832626
"majortrend",0.00456617558981506,0.0206462458482601,1,1,0.0050643038359767,"Trichoblast",2.29548024644851
"ATH-aux-cis-DR5-ARF1",0.0298055391649457,0.0188591068095569,1,1,0.0324667480189587,"Trichoblast",1.48856120962316
"ATH-aux-cis-DR5-ARF8",0.0462679597861024,0.0139342905430897,1,1,0.0495148341570569,"Trichoblast",1.30526467121959
"ATH-aux-cis-DR5-ARF5-2",0.154667831070561,0.0140410515638667,1,1,0.162667891298349,"Trichoblast",0.788698163154779
"ATH-aux-cis-IR8-ARF6",0.334733169278571,-0.0331223814647734,1,1,0.34608005637276,"Trichoblast",0.460823427163026
"ATH-aux-reg-IR8-ARF2-down",0.537242789412019,-0.0913539155486484,0.971,0.962,0.546196835902219,"Trichoblast",0.26265082004064
"ATH-aux-cis-DR5-ARF5-1",0.902748897307048,-0.0190548284077982,1,1,0.902748897307048,"Trichoblast",0.0444330333843891
"ATH-aux-reg-DR5-ARF2-down",4.50588082992655e-61,-0.972545482731101,0.999,1,2.74858730625519e-59,"Initials_Stele_QC",58.560890463529
"ATH-aux-reg-DR5-ARF5-1-down",1.39959097718637e-59,-0.725474869632815,1,1,4.26875248041842e-58,"Initials_Stele_QC",57.3696990266214
"ATH-aux-reg-DR5-ARF6-down",3.89624253138001e-57,-0.635554871557815,1,1,7.92235981380602e-56,"Initials_Stele_QC",55.1011454369126
"ATH-aux-reg-DR5-TGTCNN-down",2.10824669185954e-51,-0.711570224610259,0.995,1,2.6207800543108e-50,"Initials_Stele_QC",49.5815694251455
"ATH-aux-cis-IR8-ARF1",2.1481803723859e-51,-0.427074296860679,1,1,2.6207800543108e-50,"Initials_Stele_QC",49.5815694251455
"ATH-aux-cis-DR5-ARF5-1",2.60464476274696e-42,-0.228172756526787,1,1,2.64805550879274e-41,"Initials_Stele_QC",40.5770729154145
"ATH-aux-trans-IAA",3.47010763089722e-37,-1.34808488462815,0.999,1,3.02395093549615e-36,"Initials_Stele_QC",35.5194252596709
"ATH-aux-cis-DR5-TGTCNN",3.45941710863914e-36,-0.274632850034238,1,1,2.63780554533735e-35,"Initials_Stele_QC",34.5787572230807
"ATH-aux-trans-Synthesis",4.79677715797358e-36,-2.05802276936002,0.684,0.873,3.25114896262654e-35,"Initials_Stele_QC",34.4879631313453
"ATH-aux-reg-IR8-ARF5-1-up",6.76418203056431e-35,0.451609375221763,1,1,4.12615103864423e-34,"Initials_Stele_QC",33.3844548786292
"ATH-aux-reg-DR5-ARF3-down",4.80385739854159e-33,-0.660048707205599,0.995,0.998,2.66395728464579e-32,"Initials_Stele_QC",31.5744727431622
"ATH-aux-reg-DR5-ARF5-2-up",1.16437400963408e-31,0.681730221814554,0.997,1,5.91890121563991e-31,"Initials_Stele_QC",30.2277589081884
"ATH-aux-cis-DR5-ARF2",3.10707374132535e-30,-0.215907087954148,1,1,1.45793460169882e-29,"Initials_Stele_QC",28.8362619566479
"ATH-aux-cis-DR5-ARF6",5.5548576858353e-27,-0.180178021366995,1,1,2.35638041367417e-26,"Initials_Stele_QC",25.6277545957937
"ATH-aux-cis-DR5-ARF8",5.79437806641188e-27,-0.188211251889052,1,1,2.35638041367417e-26,"Initials_Stele_QC",25.6277545957937
"ATH-aux-cis-DR5-ARF5-2",9.10815438748311e-26,-0.202629549456126,1,1,3.47248386022794e-25,"Initials_Stele_QC",24.4593597641448
"random3",5.41068062683512e-24,-0.229384445096052,1,1,1.94147951904084e-23,"Initials_Stele_QC",22.7118671865315
"ATH-aux-cis-DR5-ARF3",2.9822202515438e-22,-0.20209934881752,1,1,1.01064130746762e-21,"Initials_Stele_QC",20.9954029550206
"ATH-aux-cis-IR8-ARF5-1",3.28053522439146e-22,-0.167261138958161,1,1,1.05322446677831e-21,"Initials_Stele_QC",20.9774790606338
"ATH-aux-cis-DR5-ARF1",1.58629538650673e-18,-0.165029584230122,1,1,4.83820092884553e-18,"Initials_Stele_QC",17.3153160994969
"ATH-aux-reg-DR5-ARF8-down",7.36273258039917e-17,-0.432039130999735,1,1,2.13869851144928e-16,"Initials_Stele_QC",15.6698504328396
"majortrend",4.45949557010212e-16,-0.112618454019131,1,1,1.23649649898286e-15,"Initials_Stele_QC",14.9078071089627
"ATH-aux-reg-IR8-ARF3-down",1.48973979025778e-15,-0.942620150779954,0.727,0.898,3.95104900894455e-15,"Initials_Stele_QC",14.4032875832818
"ATH-aux-reg-DR5-ARF5-2-down",2.89150950521641e-14,-0.338797307243966,0.924,0.995,7.34925332575837e-14,"Initials_Stele_QC",13.1337567824091
"ATH-aux-cis-IR8-ARF5-2",2.57628512355758e-13,-0.152095648993541,1,1,6.28613570148049e-13,"Initials_Stele_QC",12.2016162479179
"ATH-aux-reg-DR5-ARF3-up",3.86518337815725e-13,0.363455766055144,1,1,9.06831484875355e-13,"Initials_Stele_QC",12.0424734097296
"ATH-aux-reg-DR5-ARF8-up",5.42615706476372e-12,0.224928229208739,1,1,1.22590955907625e-11,"Initials_Stele_QC",10.911541568515
"ATH-aux-reg-IR8-ARF1-up",1.38969808428199e-11,-0.697735687181717,0.329,0.536,3.02755654075719e-11,"Initials_Stele_QC",10.5189077374964
"ATH-aux-reg-IR8-ARF5-2-up",3.27388570318127e-11,0.487487517996656,1,1,6.88644923772612e-11,"Initials_Stele_QC",10.1620046494934
"ATH-aux-reg-IR8-ARF6-up",4.85528185728581e-11,0.309586328404697,1,1,9.8724064431478e-11,"Initials_Stele_QC",10.0055769732072
"ATH-aux-reg-DR5-ARF5-1-up",1.57948319283827e-10,0.200589379775434,1,1,3.10801531493981e-10,"Initials_Stele_QC",9.50751684985263
"random1",2.09346990235052e-10,-0.220559750972572,1,1,3.99067700135567e-10,"Initials_Stele_QC",9.39895342185407
"ATH-aux-reg-DR5-TGTCNN-up",2.85646720776254e-10,0.163435066957771,1,1,5.17332651894082e-10,"Initials_Stele_QC",9.2862301098571
"ATH-aux-trans-PolarAuxinTransport",2.88349346957357e-10,-0.87410371026356,0.851,0.94,5.17332651894082e-10,"Initials_Stele_QC",9.2862301098571
"ATH-aux-reg-IR8-ARF1-down",4.20639739480448e-10,-0.36796385797322,0.936,0.978,7.33114974523067e-10,"Initials_Stele_QC",9.13482790955364
"ATH-aux-cis-IR8-ARF8",1.27209526815139e-09,-0.107129130126824,1,1,2.15549475992319e-09,"Initials_Stele_QC",8.66645302859261
"ATH-aux-reg-IR8-ARF8-up",1.44312749400216e-08,0.244806445554513,1,1,2.37921019281438e-08,"Initials_Stele_QC",7.62356718824985
"ATH-aux-cis-IR8-TGTCNN",1.35562533002856e-07,-0.122397429685914,1,1,2.17613539820375e-07,"Initials_Stele_QC",6.66231408651826
"ATH-aux-reg-DR5-ARF2-up",1.8182270503764e-07,0.179220291522791,1,1,2.84389359161437e-07,"Initials_Stele_QC",6.54608665739349
"ATH-aux-reg-DR5-ARF1-down",2.23527689993729e-06,-0.283298602119844,0.938,0.98,3.40879727240437e-06,"Initials_Stele_QC",5.46739882631412
"ATH-aux-reg-IR8-ARF8-down",2.97265725172625e-06,-0.183165198263876,0.991,0.998,4.4227339598854e-06,"Initials_Stele_QC",5.35430918390164
"ATH-aux-cis-IR8-ARF3",5.23091568638889e-06,-0.121686385009179,1,1,7.59728230642196e-06,"Initials_Stele_QC",5.11934173540389
"random2",8.59274499956926e-06,-0.0856831403665859,1,1,1.21897080226448e-05,"Initials_Stele_QC",4.91400669681582
"ATH-aux-trans-ARF",9.40321779792697e-06,0.427145508059353,0.966,0.975,1.30362792198533e-05,"Initials_Stele_QC",4.88484634609406
"ATH-aux-reg-IR8-ARF5-1-down",1.16214974342099e-05,-0.183393733587566,0.996,1,1.57535854108179e-05,"Initials_Stele_QC",4.80262058810139
"ATH-aux-reg-IR8-ARF2-up",6.46535460532072e-05,0.19573469656904,1,1,8.57362241140356e-05,"Initials_Stele_QC",4.06683564705058
"ATH-aux-reg-DR5-ARF6-up",0.000102362643225518,0.122795535084413,1,1,0.000132853643335246,"Initials_Stele_QC",3.87662653113931
"ATH-aux-trans-Transport",0.000242257836972588,-0.246431335219634,0.989,0.995,0.000307869334485997,"Initials_Stele_QC",3.51163356711097
"ATH-aux-reg-IR8-TGTCNN-up",0.00199091451518794,0.203902306429885,0.975,0.99,0.00247848541686661,"Initials_Stele_QC",2.60581363209189
"ATH-aux-reg-IR8-ARF3-up",0.00212463442568313,0.415277235388057,0.895,0.921,0.00259205399933342,"Initials_Stele_QC",2.58635595520567
"ATH-aux-reg-IR8-ARF5-2-down",0.00288795871789846,-0.128075909973978,0.807,0.926,0.00340739130545596,"Initials_Stele_QC",2.46757798910843
"ATH-aux-reg-IR8-TGTCNN-down",0.00290466144071656,-0.246969337729657,0.733,0.849,0.00340739130545596,"Initials_Stele_QC",2.46757798910843
"ATH-aux-cis-DR5-TGTCGG",0.00438301163430877,-0.166450478119742,0.946,0.983,0.00504459829609122,"Initials_Stele_QC",2.29717341113903
"ATH-aux-cis-IR8-ARF6",0.0150826859141498,-0.0483460562469795,1,1,0.0170378489030211,"Initials_Stele_QC",1.76858523753407
"ATH-aux-reg-IR8-ARF6-down",0.0200088610042948,-0.0968028137407542,0.977,0.995,0.022191645841127,"Initials_Stele_QC",1.65381048716803
"ATH-aux-cis-IR8-ARF2",0.0351209586653391,-0.0409683221800609,1,1,0.038256758546173,"Initials_Stele_QC",1.41729183005224
"ATH-aux-reg-IR8-ARF2-down",0.0384306838076794,0.0979797082785543,0.912,0.953,0.0411275738994464,"Initials_Stele_QC",1.385866908608
"ATH-aux-trans-A-ARF",0.0613597053347699,-0.237878929088654,0.877,0.906,0.0645334831969131,"Initials_Stele_QC",1.19021489320106
"ATH-aux-reg-DR5-ARF1-up",0.0651251395483852,0.0992968514423,1,1,0.067332771397483,"Initials_Stele_QC",1.17177350972835
"ATH-aux-trans-Receptors",0.156372097648371,0.163214692718166,0.845,0.896,0.158978299275844,"Initials_Stele_QC",0.798662153339631
"ATH-aux-trans-ConjugationDeconjugation",0.712402094052122,-0.12765566593947,0.996,1,0.712402094052122,"Initials_Stele_QC",0.147274812631106
"ATH-aux-reg-DR5-ARF2-down",1.58173562781469e-60,-1.0135174128341,1,1,9.64858732966963e-59,"G2_M_phase_1",58.0155362679868
"ATH-aux-reg-DR5-ARF5-1-down",6.62379613209387e-38,-0.602113738440463,1,1,2.02025782028863e-36,"G2_M_phase_1",35.6945932034327
"ATH-aux-reg-DR5-ARF3-up",6.00094222999063e-36,0.848803509058012,1,1,1.22019158676476e-34,"G2_M_phase_1",33.9135719737988
